name,team_name,game_date,season,espn_player_id,team_id,espn_game_id,period,minutes_remaining,seconds_remaining,shot_made_flag,action_type,shot_type,shot_distance,opponent,x,y,dribbles,touch_time,defender_name,defender_distance,shot_clock
"Stephen Curry","Golden State Warriors",2017-03-28,2016,3975,1610612744,400900503,4,9,36,1,"Cutting Layup Shot","2PT Field Goal",0,"Houston Rockets",-4,-5,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-11,2016,3975,1610612744,400899800,4,3,34,1,"Cutting Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",14,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-10,2016,3975,1610612744,400899793,3,4,12,0,"Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",-24,-6,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-27,2016,3975,1610612744,400900289,1,9,29,1,"Cutting Layup Shot","2PT Field Goal",0,"Philadelphia 76ers",-7,-6,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-06,2016,3975,1610612744,400900332,1,1,40,1,"Cutting Layup Shot","2PT Field Goal",2,"Atlanta Hawks",20,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-21,2016,3975,1610612744,400900450,1,8,40,1,"Cutting Layup Shot","2PT Field Goal",1,"Dallas Mavericks",12,-1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-03,2016,3975,1610612744,400899741,3,9,14,1,"Cutting Layup Shot","2PT Field Goal",1,"Phoenix Suns",0,11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-27,2016,3975,1610612744,400900289,4,5,51,1,"Cutting Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",12,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-07,2016,3975,1610612744,400899772,1,3,08,1,"Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-7,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-16,2016,3975,1610612744,400900414,3,5,51,0,"Cutting Layup Shot","2PT Field Goal",2,"Orlando Magic",22,18,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-06,2016,3975,1610612744,400899971,1,8,39,1,"Cutting Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",4,11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-10-28,2016,3975,1610612744,400899459,3,3,12,1,"Cutting Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",17,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-23,2016,3975,1610612744,400899673,3,2,55,1,"Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",1,11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-02,2016,3975,1610612744,400899472,4,6,16,1,"Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",22,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-17,2016,3975,1610612744,400899847,1,3,20,1,"Cutting Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-1,23,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-20,2016,3975,1610612744,400899869,2,1,36,1,"Cutting Layup Shot","2PT Field Goal",1,"Utah Jazz",-1,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-25,2016,3975,1610612744,400899688,4,2,31,1,"Cutting Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",8,-2,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-26,2016,3975,1610612744,400900489,3,8,09,0,"Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",9,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-10,2016,3975,1610612744,400900208,1,2,41,1,"Cutting Layup Shot","2PT Field Goal",2,"Memphis Grizzlies",24,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-28,2016,3975,1610612744,400900128,1,11,22,1,"Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",-7,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-25,2016,3975,1610612744,400899899,4,4,28,1,"Cutting Layup Shot","2PT Field Goal",0,"Cleveland Cavaliers",1,-5,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-19,2016,3975,1610612744,400899641,3,8,03,1,"Cutting Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",0,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-23,2016,3975,1610612744,400899673,2,2,41,1,"Cutting Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",10,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-15,2016,3975,1610612744,400900253,1,9,28,1,"Cutting Layup Shot","2PT Field Goal",1,"Sacramento Kings",6,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-07,2016,3975,1610612744,400899772,1,7,06,1,"Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",25,2,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-07,2016,3975,1610612744,400899772,2,4,38,1,"Cutting Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",6,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-21,2016,3975,1610612744,400899652,3,6,46,1,"Driving Bank shot","2PT Field Goal",11,"Indiana Pacers",-110,36,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-06,2016,3975,1610612744,400899971,4,1,20,1,"Driving Bank shot","2PT Field Goal",6,"Memphis Grizzlies",-43,46,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-26,2016,3975,1610612744,400899694,1,2,41,1,"Driving Bank shot","2PT Field Goal",3,"Minnesota Timberwolves",12,31,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-02,2016,3975,1610612744,400899472,1,4,07,1,"Driving Bank shot","2PT Field Goal",5,"Los Angeles Clippers",-52,18,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-13,2016,3975,1610612744,400899593,2,5,30,1,"Driving Bank shot","2PT Field Goal",11,"Phoenix Suns",-70,85,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-09,2016,3975,1610612744,0,2,8,42,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Dallas Mavericks",10,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-04,2016,3975,1610612744,400899955,1,5,53,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Portland Trail Blazers",-7,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-18,2016,3975,1610612744,400899629,2,1,52,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Boston Celtics",-25,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-18,2016,3975,1610612744,400899629,4,0,48,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",-9,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-13,2016,3975,1610612744,400899593,3,1,06,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Phoenix Suns",-1,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-29,2016,3975,1610612744,400900513,3,5,22,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,-5,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-02,2016,3975,1610612744,400899419,1,2,24,0,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Denver Nuggets",17,11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-25,2016,3975,1610612744,400900279,4,2,59,1,"Driving Finger Roll Layup Shot","2PT Field Goal",3,"Brooklyn Nets",20,23,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-16,2016,3975,1610612744,400899615,1,7,22,1,"Driving Finger Roll Layup Shot","2PT Field Goal",3,"Toronto Raptors",-29,11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-04-04,2016,3975,1610612744,400900540,1,10,16,0,"Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",22,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-23,2016,3975,1610612744,400900260,3,1,52,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Los Angeles Clippers",-12,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-29,2016,3975,1610612744,400900513,1,1,49,0,"Driving Finger Roll Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-2,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-28,2016,3975,1610612744,400899927,4,0,13,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Toronto Raptors",0,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-20,2016,3975,1610612744,400899869,1,1,00,0,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",-9,28,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-26,2016,3975,1610612744,400899694,3,2,09,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",0,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-26,2016,3975,1610612744,400899694,4,5,03,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Minnesota Timberwolves",6,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-30,2016,3975,1610612744,400899943,1,7,31,1,"Driving Finger Roll Layup Shot","2PT Field Goal",0,"Dallas Mavericks",2,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-20,2016,3975,1610612744,400899869,1,1,49,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",2,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-29,2016,3975,1610612744,400900513,2,0,49,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-19,2,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-19,2016,3975,1610612744,400899641,4,2,47,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Milwaukee Bucks",15,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-18,2016,3975,1610612744,400899629,3,7,18,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Boston Celtics",9,-5,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-27,2016,3975,1610612744,400900289,3,0,25,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",0,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-31,2016,3975,1610612744,400900531,3,3,28,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Houston Rockets",-1,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-11,2016,3975,1610612744,400899800,2,0,29,0,"Driving Finger Roll Layup Shot","2PT Field Goal",3,"Minnesota Timberwolves",24,31,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-01,2016,3975,1610612744,400899436,6,4,07,0,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Houston Rockets",-16,13,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-16,2016,3975,1610612744,400900414,3,0,54,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Orlando Magic",19,18,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-08,2016,3975,1610612744,400899777,3,7,36,1,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Utah Jazz",22,0,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-05,2016,3975,1610612744,400899756,2,1,10,1,"Driving Finger Roll Layup Shot","2PT Field Goal",0,"Indiana Pacers",0,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-16,2016,3975,1610612744,400900040,1,4,57,0,"Driving Finger Roll Layup Shot","2PT Field Goal",2,"Cleveland Cavaliers",-1,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-31,2016,3975,1610612744,400900531,3,9,15,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Houston Rockets",12,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-03,2016,3975,1610612744,400899519,1,8,59,1,"Driving Finger Roll Layup Shot","2PT Field Goal",1,"Oklahoma City Thunder",-4,16,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-02,2016,3975,1610612744,400899472,3,11,06,1,"Driving Floating Bank Jump Shot","2PT Field Goal",8,"Los Angeles Clippers",76,44,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-28,2016,3975,1610612744,400900295,2,2,28,1,"Driving Floating Bank Jump Shot","2PT Field Goal",3,"Washington Wizards",30,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-29,2016,3975,1610612744,400900513,4,4,43,0,"Driving Floating Bank Jump Shot","2PT Field Goal",10,"San Antonio Spurs",97,31,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-01,2016,3975,1610612744,400899504,2,0,01,0,"Driving Floating Jump Shot","2PT Field Goal",15,"Portland Trail Blazers",-53,149,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-11,2016,3975,1610612744,400900218,4,5,27,0,"Driving Floating Jump Shot","2PT Field Goal",3,"Oklahoma City Thunder",25,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-28,2016,3975,1610612744,400899709,4,4,06,0,"Driving Floating Jump Shot","2PT Field Goal",10,"Atlanta Hawks",-93,49,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-02,2016,3975,1610612744,400900301,1,6,16,1,"Driving Floating Jump Shot","2PT Field Goal",3,"Chicago Bulls",4,38,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-20,2016,3975,1610612744,400899869,2,5,29,0,"Driving Floating Jump Shot","2PT Field Goal",11,"Utah Jazz",92,70,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-10-25,2016,3975,1610612744,400899377,2,4,58,1,"Driving Floating Jump Shot","2PT Field Goal",7,"San Antonio Spurs",-16,70,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-01,2016,3975,1610612744,400899504,1,6,45,0,"Driving Floating Jump Shot","2PT Field Goal",14,"Portland Trail Blazers",51,134,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-28,2016,3975,1610612744,400899927,1,8,46,1,"Driving Floating Jump Shot","2PT Field Goal",12,"Toronto Raptors",60,115,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-10-30,2016,3975,1610612744,400899486,4,10,00,0,"Driving Floating Jump Shot","2PT Field Goal",7,"Phoenix Suns",-16,72,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-24,2016,3975,1610612744,400900476,3,4,34,0,"Driving Floating Jump Shot","2PT Field Goal",5,"Sacramento Kings",6,51,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-28,2016,3975,1610612744,400899709,4,3,29,1,"Driving Floating Jump Shot","2PT Field Goal",4,"Atlanta Hawks",-4,46,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-01,2016,3975,1610612744,400899504,3,6,19,0,"Driving Floating Jump Shot","2PT Field Goal",6,"Portland Trail Blazers",66,13,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-04-04,2016,3975,1610612744,400900540,2,2,11,0,"Driving Floating Jump Shot","2PT Field Goal",6,"Minnesota Timberwolves",20,57,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-03,2016,3975,1610612744,400899741,3,1,36,1,"Driving Floating Jump Shot","2PT Field Goal",5,"Phoenix Suns",-7,51,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-10-25,2016,3975,1610612744,400899377,4,6,46,1,"Driving Floating Jump Shot","2PT Field Goal",4,"San Antonio Spurs",2,41,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-28,2016,3975,1610612744,400899927,3,1,36,1,"Driving Floating Jump Shot","2PT Field Goal",10,"Toronto Raptors",-92,51,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-03,2016,3975,1610612744,400899519,1,5,01,0,"Driving Floating Jump Shot","2PT Field Goal",8,"Oklahoma City Thunder",-34,82,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-06,2016,3975,1610612744,400899971,1,10,56,1,"Driving Hook Shot","2PT Field Goal",4,"Memphis Grizzlies",27,31,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-07,2016,3975,1610612744,400899549,3,1,11,0,"Driving Hook Shot","2PT Field Goal",5,"New Orleans Pelicans",2,57,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-02,2016,3975,1610612744,400899419,2,1,11,0,"Driving Hook Shot","2PT Field Goal",2,"Denver Nuggets",4,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-18,2016,3975,1610612744,400899629,1,7,28,1,"Driving Hook Shot","2PT Field Goal",6,"Boston Celtics",-27,56,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-05,2016,3975,1610612744,400900323,1,1,56,1,"Driving Layup Shot","2PT Field Goal",2,"New York Knicks",-29,0,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-04,2016,3975,1610612744,400899528,1,9,44,1,"Driving Layup Shot","2PT Field Goal",0,"Los Angeles Lakers",1,1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-02,2016,3975,1610612744,400899419,1,0,53,1,"Driving Layup Shot","2PT Field Goal",1,"Denver Nuggets",1,11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-04,2016,3975,1610612744,400900169,5,0,06,0,"Driving Layup Shot","2PT Field Goal",3,"Sacramento Kings",11,36,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-05,2016,3975,1610612744,400900323,3,4,38,1,"Driving Layup Shot","2PT Field Goal",1,"New York Knicks",-12,3,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-04,2016,3975,1610612744,400899528,1,8,04,1,"Driving Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-18,1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-28,2016,3975,1610612744,400900503,2,3,53,1,"Driving Layup Shot","2PT Field Goal",0,"Houston Rockets",-2,2,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-16,2016,3975,1610612744,400899615,3,8,01,1,"Driving Layup Shot","2PT Field Goal",1,"Toronto Raptors",-19,2,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-10-28,2016,3975,1610612744,400899459,4,1,47,1,"Driving Layup Shot","2PT Field Goal",0,"New Orleans Pelicans",4,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-28,2016,3975,1610612744,400899927,2,2,43,1,"Driving Layup Shot","2PT Field Goal",0,"Toronto Raptors",-2,2,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-28,2016,3975,1610612744,400900295,3,4,58,1,"Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",-6,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-13,2016,3975,1610612744,400899813,1,1,08,1,"Driving Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,3,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-13,2016,3975,1610612744,400899813,3,10,42,1,"Driving Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",12,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-09,2016,3975,1610612744,0,3,1,23,1,"Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",0,28,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-11-28,2016,3975,1610612744,400899709,4,6,33,0,"Driving Layup Shot","2PT Field Goal",0,"Atlanta Hawks",4,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-23,2016,3975,1610612744,400899888,4,3,48,1,"Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-1,3,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-20,2016,3975,1610612744,400900067,3,4,10,0,"Driving Layup Shot","2PT Field Goal",2,"Houston Rockets",17,11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-23,2016,3975,1610612744,400899888,2,4,46,0,"Driving Layup Shot","2PT Field Goal",0,"Detroit Pistons",-2,-1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-18,2016,3975,1610612744,400900055,1,7,08,1,"Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-1,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-02,2016,3975,1610612744,400900301,1,0,21,1,"Driving Layup Shot","2PT Field Goal",0,"Chicago Bulls",8,5,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-26,2016,3975,1610612744,400900489,2,1,44,1,"Driving Layup Shot","2PT Field Goal",1,"Memphis Grizzlies",2,18,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-18,2016,3975,1610612744,400900055,1,2,51,1,"Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",-11,26,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-10,2016,3975,1610612744,400900208,3,4,40,1,"Driving Layup Shot","2PT Field Goal",0,"Memphis Grizzlies",4,2,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-02,2016,3975,1610612744,400900301,4,7,41,1,"Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",-14,2,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-01,2016,3975,1610612744,400899435,3,6,17,1,"Driving Layup Shot","2PT Field Goal",1,"Charlotte Hornets",-7,11,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-11,2016,3975,1610612744,400900218,3,6,48,1,"Driving Layup Shot","2PT Field Goal",2,"Oklahoma City Thunder",28,0,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-13,2016,3975,1610612744,400900232,3,4,42,0,"Driving Layup Shot","2PT Field Goal",2,"Denver Nuggets",-29,-1,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-10-30,2016,3975,1610612744,400899486,1,4,02,0,"Driving Layup Shot","2PT Field Goal",2,"Phoenix Suns",19,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-08,2016,3975,1610612744,400900197,2,1,20,0,"Driving Layup Shot","2PT Field Goal",2,"Chicago Bulls",0,21,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-12-30,2016,3975,1610612744,400899943,1,2,06,0,"Driving Layup Shot","2PT Field Goal",2,"Dallas Mavericks",-20,19,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-28,2016,3975,1610612744,400900295,3,1,45,1,"Driving Layup Shot","2PT Field Goal",1,"Washington Wizards",15,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-11,2016,3975,1610612744,400900218,3,2,05,1,"Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",0,7,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-22,2016,3975,1610612744,400900082,1,0,00,0,"Driving Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2016-10-25,2016,3975,1610612744,400899377,3,1,16,1,"Driving Layup Shot","2PT Field Goal",1,"San Antonio Spurs",9,13,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-02-04,2016,3975,1610612744,400900169,1,2,07,1,"Driving Layup Shot","2PT Field Goal",3,"Sacramento Kings",-20,28,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-01-08,2016,3975,1610612744,400899987,3,1,59,1,"Driving Layup Shot","2PT Field Goal",2,"Sacramento Kings",24,8,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-02,2016,3975,1610612744,400900301,4,6,46,1,"Driving Layup Shot","2PT Field Goal",1,"Chicago Bulls",14,3,0,0.00,,0.00,0.00
"Stephen Curry","Golden State Warriors",2017-03-20,2016,3975,1610612744,400900444,1,1,29,0,"Driving Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",-4,3,0,0.00,,0.00,0.00
